Sample Name,Origin,4°C,16°C,30°C,40°C,Ethanol (5% v/v),Ethanol 7% v/v,Ethanol 9% v/v,Ethanol 10% v/v,Ethanol 11% v/v,Ethanol 12% v/v,NaCl (250mM),NaCl (500mM),NaCl (1000mM),KCl (500mM),KCl (1000mM),KCl (1500mM),Maltose (10°C),Maltose (39°C),Ethanol (10°C),Ethanol (39°C),Fructose (10°C),Fructose (39°C),Sucrose (10°C),Sucrose (39°C),Glucose (10°C),Glucose (39°C),"Actidione (0,2 mg/L)","Actidione (0,4 mg/L)","Actidione (0,5 mg/L)",Lysine,Sucrose (20°C),Fructose (20°C),Ethanol (20°C),Maltose (20°C),Galactose (20°C),Glycerol (20°C),Melibiose (20°C),Sorbitol (20°C),Copper (0.075mM),Cadmium (0.3mM),Cadmium (0.4mM),Cadmium (0.5mM),Glucose (46%),Glucose (48%),Glucose (50%),Sorbitol (46%),Sorbitol (48%),Sorbitol (50%),Acetic acid (50mM),Acetic acid (75mM),Acetic acid (100mM),Levulinic acid (25mM),Levulinic acid (50mM),Levulinic acid (75mM),Formic acid (25mM),Formic acid (50mM),Formic acid (75mM),Ethanol production (%v/v),Sporulation efficiency,Spore viability,"Sulfite (1,5mM)","Sulfite (2,25mM)","Sulfite (3,0mM)",Maltose (liquid),Maltotriose (liquid),Acetaldehyde,Ethyl acetate,Ethyl propionate,Propyl acetate,Isobutyl acetate,Ethyl butyrate,Isobutanol,Isoamyl acetate,Butanol,Isoamyl alcohol,Ethyl hexanoate,Ethyl octanoate,Ethyl decanoate,Phenyl ethyl acetate,Phenyl ethanol,Flocculation,POF
SP005,Spirits,1.61,-0.606,0.259,1.528,-1.274,-0.89,-0.997,-0.943,-0.91,-0.792,-0.885,-0.62,-0.363,-1.016,-1.493,-1.001,0.059,1.498,0.48,-0.539,-0.71,0.902,-0.703,0.944,-0.067,0.732,-0.645,-0.382,-0.341,0.191,-0.46,-0.472,1.021,0.85,0.954,1.167,0.678,1.011,-0.374,0.408,1.138,1.312,-0.824,-0.61,-0.443,-0.779,-0.558,-0.451,0.169,-0.695,-0.875,-1.306,-0.828,-0.836,0.614,0.585,0.771,-0.125,-1.223,-0.819,-1.188,-0.717,-0.441,-0.558,0.565,-0.546,-0.687,0.588,-0.929,-0.965,-1.293,-0.771,-0.709,-2.288,-1.259,-0.701,-1.301,-0.07,-0.497,-0.715,-0.584,-0.922
SP006,Spirits,-0.466,-0.048,-0.302,0.248,-0.605,-0.443,-0.052,-0.244,-0.055,-0.634,3.978,0.588,-0.363,-0.633,-0.158,0.525,0.62,0.317,0.149,4.471,0.402,-1.66,1.431,0.206,-0.691,-0.078,0.723,-0.382,-0.341,0.191,-0.262,-0.854,0.384,-0.22,0.954,1.714,0.734,1.673,0.365,0.448,0.494,0.117,1.718,1.565,0.777,1.236,0.323,0.03,-0.155,0.386,0.491,-0.323,0.063,-0.33,0.726,0.924,1.021,0.427,1.423,0.002,-0.108,-0.717,-0.441,0.154,-1.478,0.443,-0.62,-0.955,-0.929,-0.898,-1.293,-0.277,-0.754,-0.366,-0.185,-0.749,0.489,-0.126,-0.366,-0.233,-0.584,1.078
SP007,Spirits,-0.466,-0.459,-0.372,0.726,-1.169,-1.005,-0.415,-0.215,-0.818,-0.792,-0.885,-0.62,-0.363,-3.64,-2.829,-1.51,0.621,0.567,-0.214,0.62,0.949,0.902,0.588,0.944,-0.514,0.724,0.308,-0.001,0.003,0.191,-0.666,-0.745,0.207,-0.23,-0.533,-0.507,-0.494,-0.408,1.679,-0.154,0.296,0.595,-0.824,-0.61,-0.443,-0.004,-0.558,-0.451,1.424,1.509,1.256,1.357,1.632,1.488,1.089,1.248,2.481,0.932,0.52,-0.819,0.064,0.191,-0.441,-1.273,-0.768,-1.018,-2.554,-2.58,-0.929,-1.775,-1.293,-1.255,-1.652,-4.386,-2.707,-1.531,-2.132,-0.519,-1.085,-1.612,-1.207,1.078
SP008,Spirits,-0.466,-0.999,-0.786,1.528,-1.526,-1.204,-0.484,-0.359,-0.513,-0.113,-0.288,-0.435,0.088,-0.764,-0.756,0.536,0.774,1.498,-0.257,-0.242,1.229,0.902,0.673,0.944,-0.743,1.162,0.43,-0.029,-0.341,0.191,0.079,-0.021,0.042,0.02,-0.22,0.378,1.085,-0.145,-1.058,0.087,-0.051,-0.66,1.67,1.245,0.777,0.849,0.617,-0.451,0.997,0.684,1.189,0.258,1.114,-0.806,0.294,-0.143,-0.632,0.967,0.458,-0.819,0.535,0.41,-0.441,0.118,0.815,0.516,-0.712,-0.579,0.076,-0.736,0.506,-1.255,-0.613,-0.057,-0.19,-0.092,0.558,-0.263,-0.484,-0.59,-0.584,1.078
SP009,Spirits,-0.466,-0.82,-0.891,1.251,-0.65,0.078,0.344,0.238,0.193,0.9,0.246,0.336,-0.363,-0.862,-0.593,0.439,-0.178,1.383,-1.007,-0.539,1.177,0.685,0.525,0.944,0.182,0.5,2.916,3.396,3.356,0.191,0.063,0.285,-0.282,-0.22,-0.412,-0.586,-0.114,-0.224,-1.058,0.97,1.039,1.133,1.43,1.117,0.472,0.694,0.176,-0.451,0.522,0.379,1.297,-0.325,0.132,-0.08,-0.525,-0.6,-0.632,0.239,-0.756,-0.819,0.638,0.192,-0.441,0.549,0.969,-0.282,2.297,0.974,1.164,0.821,1.034,-0.203,3.559,0.244,0.778,0.099,0.071,-0.242,6.72,4.52,-0.584,-0.922
SP010,Spirits,-0.466,-0.457,-0.242,1.528,-0.634,-0.27,0.001,0.01,0.146,1.101,-0.326,-0.482,-0.363,0.233,0.082,0.94,0.667,1.498,1.189,0.315,1.173,0.902,1.834,0.944,-0.306,1.137,-0.511,-0.382,-0.341,0.191,0.56,0.692,0.78,0.1,0.535,0.044,0.122,0.058,-1.058,1.533,0.741,-0.6,-0.345,-0.61,-0.443,-0.159,-0.558,-0.451,0.492,-0.283,0.604,-0.001,0.506,-0.492,-0.731,-0.204,-0.632,0.462,-0.881,-0.661,-1.286,-0.717,-0.441,0.39,0.567,-0.009,-0.004,-0.442,0.23,-0.158,0.395,-0.12,0.911,-0.106,0.808,0.019,0.018,-0.279,3.135,4.046,0.039,1.078
SP011,Spirits,-0.466,-0.69,-1.04,-0.244,-0.98,-0.99,-0.528,-0.354,-0.288,-0.047,-0.34,-0.228,-0.363,-0.504,-0.586,0.275,-0.674,1.07,-0.092,-0.302,0.258,0.902,0.874,0.944,-0.354,-0.257,-0.082,-0.382,-0.341,0.191,-0.299,-0.01,-1.041,-0.25,-0.623,0.509,0.719,0.217,-1.058,0.689,-0.398,-0.78,2.005,2.333,1.895,0.771,0.911,0.751,0.169,0.068,-0.198,0.165,0.002,-0.836,-0.272,0.442,-0.632,0.403,-1.223,-0.819,1.788,2.267,2.575,0.543,-1.478,-0.056,2.241,-0.192,1.103,3.669,1.368,1.416,1.486,-0.02,0.872,0.005,0.356,-0.221,0.75,0.391,-0.584,1.078
WI001,Wine,-0.466,-0.91,-0.939,1.059,1.614,1.617,1.23,0.76,0.987,0.734,-0.088,-0.058,0.129,-0.094,0.253,0.773,0.168,0.669,0.802,-0.361,0.226,0.361,0.251,0.514,-0.2,-0.42,0.603,-0.045,0.012,0.191,-0.424,-0.736,-0.425,-0.26,0.777,0.275,-0.061,0.416,1.679,0.569,-0.051,-0.302,0.902,0.798,-0.138,0.694,0.617,0.751,-0.573,0.496,1.035,-0.041,0.299,0.472,0.861,0.368,-0.632,0.403,0.395,1.479,1.444,1.666,2.224,0.859,-1.478,-0.223,-0.85,-0.654,-0.929,-1.064,-0.091,-0.484,-0.48,0.199,-0.038,-0.559,-0.949,-0.11,-0.043,0.708,-0.584,-0.922
WI002,Wine,-0.466,-0.066,0.088,0.383,0.999,0.865,0.201,0.034,0.843,0.06,0.203,-0.62,-0.363,1.272,1.417,0.814,-0.693,-0.768,-0.273,-0.29,-1.094,0.61,-0.708,0.458,-0.638,-0.246,0.971,0.778,0.072,0.191,-0.913,-0.389,0.075,-1.22,-0.6,-0.471,-0.284,-0.278,-0.538,1.332,1.732,1.91,0.854,0.67,-0.036,1.546,1.204,1.954,0.286,1.16,0.246,-0.318,-0.23,-0.836,0.612,0.365,-0.632,0.885,1.703,1.807,1.076,0.954,0.919,-3.688,-1.478,0.294,-0.33,-0.133,-0.929,-0.866,-1.293,-0.486,-0.317,0.726,-0.001,1.89,1.583,0.15,-0.385,1.007,-0.584,1.078
WI003,Wine,-0.009,-0.381,-0.935,0.6,1.636,1.084,1.038,0.818,1.309,1.291,0.284,0.458,0.099,-0.519,-0.143,0.545,-0.965,0.34,0.12,0.102,0.666,0.275,0.983,0.016,0.669,-0.242,0.361,0.004,0.462,0.191,-0.408,-0.508,-0.975,-0.65,0.542,0.223,0.003,0.164,1.159,0.77,1.385,1.073,0.854,0.542,0.167,0.384,0.03,-0.211,0.317,1.185,0.714,0.713,-0.251,0.923,0.816,0.531,0.432,1.448,0.862,1.807,1.203,1.208,1.908,0.14,-1.478,-0.213,0.493,-0.273,0.554,0.72,-1.293,0.038,1.124,-0.407,0.071,0.715,3.815,-0.213,0.358,-0.463,-0.584,1.078
WI004,Wine,0.438,0.065,-0.646,0.08,0.26,-0.124,-0.224,0.063,0.098,0.392,0.128,0.107,-0.363,0.224,0.253,0.114,-0.735,-0.113,0.988,-0.08,0.617,-0.019,0.421,0.065,0.732,-0.395,0.073,-0.218,-0.192,0.191,-0.875,-0.63,-0.904,-0.8,0.334,0.534,-0.131,0.431,1.35,0.569,0.444,-0.003,0.95,1.693,0.472,0.539,0.617,1.473,0.141,1.049,0.705,-0.242,-0.086,0.534,0.555,-0.195,-0.632,0.157,-1.223,-0.819,1.55,1.705,2.048,0.303,-1.478,-0.475,0.916,-1.205,1.125,3.099,-1.293,0.47,0.925,-0.94,-0.271,-0.554,1.127,-0.122,0.866,0.74,-0.584,1.078
WI005,Wine,-0.466,0.286,0.183,0.972,1.593,0.973,1.346,1.268,1.468,1.454,-0.15,-0.298,0.684,1.582,1.838,1.604,-1.068,0.607,-0.001,0.176,-0.369,0.149,0.613,0.17,-0.445,-0.077,1.586,0.837,1.006,0.191,-0.136,-0.024,0.601,-0.77,-0.737,0.057,-0.21,0.077,1.487,0.006,-0.101,-0.66,1.909,1.565,0.675,1.856,1.939,2.675,-0.114,0.851,0.742,0.489,0.485,0.683,0.78,0.528,-0.632,0.403,0.862,0.494,1.291,1.5,2.123,0.717,-1.478,-0.31,-0.3,-0.836,-0.929,-0.447,0.199,-0.314,0.255,-0.338,0.203,-0.234,0.75,-0.232,0.296,0.098,-0.584,1.078
WI006,Wine,-0.019,-0.522,-0.942,-1.022,1.625,0.844,0.749,0.417,0.487,0.927,0.612,0.592,0.088,-0.396,-0.29,0.258,-0.173,-1.105,-0.354,-0.539,-0.186,-1.66,0.262,-1.537,-0.353,-1.307,0.079,-0.23,-0.341,0.191,-0.291,-0.265,-0.76,-0.4,-0.293,0.107,-0.131,0.12,1.077,0.368,0.642,0.475,0.95,1.245,1.692,1.004,0.03,0.27,-0.081,0.877,0.633,0.109,-0.101,0.06,0.079,0.344,0.865,-0.125,1.267,1.479,0.09,-0.279,-0.381,-0.176,1.017,-0.332,-0.888,-0.096,-0.929,-0.457,-1.293,0.112,-0.712,-0.534,-0.324,-0.655,-1.327,-0.329,-0.273,-0.113,-0.584,1.078
WI007,Wine,-0.466,-0.016,-0.036,0.703,0.962,1.003,1.628,1.763,2.316,2.582,-0.422,-0.62,-0.363,1.164,0.923,0.768,-1.068,0.789,-0.298,-0.189,-0.73,0.89,0.768,0.944,-0.736,-0.258,0.916,-0.028,-0.341,0.191,0.321,-0.17,0.123,-1.07,-1.554,0.219,-0.398,0.318,1.268,0.649,0.791,0.296,2.293,2.397,1.997,2.244,2.82,3.638,0.11,1.025,0.533,0.785,0.795,0.655,0.736,0.827,0.504,1.495,0.831,-0.32,1.85,1.975,2.425,0.859,-1.478,-0.243,-0.068,0.607,-0.929,-0.639,-1.293,-0.342,-0.81,0.178,-0.883,0.008,0.239,0.095,-0.229,1.626,-0.584,-0.922
WI008,Wine,-0.466,-0.276,-0.979,0.336,1.727,1.384,1.302,0.462,0.501,0.675,0.328,0.033,-0.363,-0.788,-0.76,-0.113,0.329,0.675,1.242,0.916,0.398,0.572,-0.163,0.199,0.631,-0.122,-0.559,-0.382,-0.341,0.191,-0.525,-0.616,-0.453,-0.36,-0.007,-0.545,-0.489,-0.417,0.912,-0.677,-0.596,-0.72,0.183,0.478,0.065,0.384,-0.117,0.27,-0.008,0.933,0.872,0.784,0.318,1.362,0.832,0.249,-0.632,0.075,-0.85,-0.819,-0.03,-0.049,-0.004,0.37,0.446,-0.397,1.908,-0.343,2.636,2.732,-1.293,0.454,1.813,0.43,0.339,0.741,0.442,-0.237,0.318,-0.379,-0.584,1.078
WI009,Wine,-0.466,-0.245,-0.794,0.552,1.766,1.644,1.529,0.934,0.952,0.752,0.358,0.257,0.076,-0.09,0.087,0.604,0.663,0.435,1.203,-0.539,0.653,0.097,0.412,-0.148,0.264,-0.607,0.198,-0.135,0.047,0.191,-0.599,-0.252,-0.217,-0.43,0.544,0.645,0.468,0.213,1.679,0.488,-0.249,-0.421,0.998,0.989,0.777,0.461,0.911,1.473,0.057,0.899,0.655,0.707,0.301,0.577,0.919,1.107,1.484,0.932,0.987,1.649,1.938,2.652,3.222,0.859,-1.478,-0.523,0.299,-0.532,0.306,0.991,-1.293,0.4,1.466,0.733,1.198,-0.196,0.103,-0.261,0.671,0.095,-0.584,-0.922
WI010,Wine,-0.466,-0.576,0.727,1.469,1.508,1.205,2.784,2.794,3.045,3.374,-0.567,-0.249,-0.363,1.573,1.466,1.037,-1.068,0.872,-0.427,0.05,-0.702,0.902,0.761,0.944,-0.703,-0.354,1.194,0.254,-0.341,0.191,1.021,0.615,1.04,-0.67,-1.765,0.052,0.091,0.141,1.679,0.729,1.187,1.432,3.204,3.42,2.505,3.097,3.848,4.119,-1.024,0.359,-0.1,1.357,-0.045,1.512,1.089,1.375,-0.205,1.589,0.769,-0.478,1.728,2.476,3.103,0.359,-1.478,-0.342,0.347,0.24,-0.929,-0.332,0.546,-0.307,-0.294,0.084,-0.433,0.691,2.087,-0.215,-0.362,-0.423,-0.584,1.078
WI011,Wine,-0.466,-0.818,-0.919,1.237,1.694,0.628,0.808,0.735,0.544,1.109,0.755,0.248,0.152,-0.255,0.107,0.413,-1.068,0.267,-0.773,-0.433,0.849,0.554,0.14,0.601,0.135,-0.485,-0.274,-0.084,-0.108,0.191,-0.647,-0.148,-1.225,-0.95,-0.212,0.299,-0.136,0.445,1.46,0.569,0.89,-0.302,0.279,0.989,1.183,0.771,0.911,0.511,0.221,0.79,0.498,1.146,0.777,1.06,1.089,1.343,-0.632,1.084,1.174,1.807,1.816,2.652,3.222,0.117,-0.553,-0.311,0.204,0.335,-0.929,-0.096,0.477,-0.218,0.5,0.24,0.134,-0.064,0.863,-0.273,0.183,-0.045,-0.584,1.078
WI012,Wine,-0.466,-0.595,-0.014,-1.022,0.94,0.443,-0.91,-0.75,-0.91,-0.792,-0.649,-0.62,-0.363,0.971,0.527,-0.565,0.642,-1.105,1.305,-0.539,0.15,0.818,2.226,0.715,-0.514,-0.306,-0.645,-0.382,-0.341,0.191,1.239,0.518,1.379,1.14,0.419,-0.724,-0.957,0.078,-0.374,-1.119,-0.794,-0.481,-0.824,-0.61,-0.443,-0.779,-0.558,-0.451,0.179,-0.445,-0.875,0.315,0.199,-0.231,0.447,0.664,-0.632,-1.134,0.053,-0.819,0.397,0.662,-0.369,0.859,1.017,-0.273,-0.339,0.285,0.231,0.369,0.095,0.16,-0.182,-0.541,-0.474,-0.697,-0.798,-0.355,-0.585,-0.736,0.662,-0.922
WI013,Wine,-0.466,-0.167,0.716,1.528,0.184,0.34,1.265,1.543,1.854,2.233,-0.561,-0.424,-0.111,0.786,0.88,1.159,-1.068,1.498,0.03,0.106,-0.54,0.902,1.475,0.944,-1.084,0.388,1.405,0.269,-0.341,0.191,0.901,0.975,0.898,-0.74,-1.767,0.964,0.203,0.829,1.35,0.609,0.692,0.595,2.821,2.653,2.098,2.787,3.113,2.194,0.003,0.189,0.275,0.592,0.911,0.475,0.664,0.819,0.079,1.483,1.485,-0.162,1.383,1.77,2.221,0.287,-1.478,-0.337,0.55,0.43,-0.929,-0.13,0.791,-0.25,-0.333,-0.385,-0.751,0.361,1.157,-0.223,-0.422,-0.63,-0.584,1.078
WI014,Wine,-0.466,0.467,0.455,-1.022,1.824,2.514,3.291,3.983,4.252,4.384,-0.242,-0.278,-0.363,-0.607,-0.469,-1.51,-1.068,-1.105,-1.007,-0.539,-1.469,-1.66,-1.752,-1.537,-0.655,-1.307,-0.645,-0.382,-0.341,-4.007,-0.714,-1.693,-1.954,-1.63,-3.114,-1.649,-1.517,-1.471,-0.757,-0.195,-0.992,-0.78,0.758,0.158,-0.24,0.616,0.911,0.992,-0.172,-0.957,-0.875,0.437,0.639,-0.836,0.468,0.497,-0.587,0.979,0.925,-0.655,1.65,2.626,3.129,-3.688,-1.478,-0.281,-0.1,0.064,-0.929,-1.208,-0.241,-0.795,-0.986,-0.218,-1.67,-0.108,-0.148,-0.321,-1.085,-1.001,-0.584,-0.922
WI015,Wine,1.005,-0.171,-0.814,1.169,0.581,0.085,0.053,0.358,0.544,0.793,0.501,0.128,-0.363,0.484,0.757,1.235,-1.068,0.77,-0.388,0.247,0.155,0.571,-0.01,0.474,0.802,-0.013,0.291,-0.078,-0.068,0.191,-0.501,-0.421,-1.031,-0.59,-0.055,0.198,0.016,0.14,0.31,0.488,1.435,1.013,2.005,2.397,3.013,1.159,1.204,1.473,-0.29,0.522,0.12,0.18,-0.238,0.343,0.359,0.219,-0.632,0.145,1.08,-0.327,0.409,0.443,-0.441,0.401,-1.478,-0.475,-0.144,0.351,-0.929,-0.28,-1.293,0.174,-0.223,0.219,0.107,-0.175,1.465,-0.167,-0.382,0.01,-0.584,1.078
WI016,Wine,2.723,-0.105,-0.738,0.885,1.142,0.81,1.32,0.495,0.944,1.655,0.704,0.896,0.489,-0.656,-0.445,-0.062,-0.847,0.407,0.017,0.33,0.874,0.902,0.901,0.437,0.703,0.43,-0.209,-0.382,-0.341,0.191,-0.399,-0.67,-0.669,-1.19,0.655,0.484,0.343,0.425,0.529,0.569,0.543,0.416,1.286,1.949,3.013,0.771,1.058,1.473,0.174,1.065,1.68,0.756,0.231,0.955,0.265,0.947,1.715,0.826,1.08,0.986,0.879,1.232,1.003,-3.688,-1.478,-0.385,-0.741,-1.052,-0.929,-0.746,-1.293,-0.13,-0.493,-0.693,-0.466,0.323,-0.218,-0.341,-0.378,-0.489,-0.584,1.078
WI017,Wine,-0.466,-1.775,-1.702,0.904,0.541,-0.239,-0.16,0.045,-0.195,0.053,1.314,0.892,3.323,0.132,0.253,0.307,-1.068,0.58,-1.007,0.544,-0.932,0.749,-0.108,0.02,-0.593,-0.237,0.305,-0.048,-0.07,0.191,-1.045,-1.205,-1.411,-1.15,-0.228,1.097,0.055,1.345,1.131,0.448,0.989,0.715,0.758,0.861,0.777,0.694,0.764,-0.211,-0.147,0.805,0.771,0.867,-0.359,0.912,1.089,0.913,-0.632,1.46,1.205,-0.162,0.085,0.285,-0.441,-0.004,-1.478,-1.018,-2.554,-2.58,-0.929,-1.775,-1.293,-1.255,-1.652,-4.386,-2.707,-1.531,-2.132,-0.519,-1.085,-1.612,-1.207,1.078
WI018,Wine,-0.466,-1.852,-1.352,1.519,1.662,1.026,2.973,2.735,2.58,2.818,-0.885,-0.62,-0.363,-3.64,-2.829,-1.51,-1.068,0.857,0.716,1.324,-1.064,0.902,-0.243,0.793,-0.919,-0.345,1.407,1.677,0.083,0.191,-0.598,-0.76,0.138,-0.71,-1.888,1.216,0.413,1.272,0.721,0.247,-0.15,-0.541,2.485,2.972,2.81,2.787,4.582,4.119,-0.004,0.638,0.783,0.798,0.716,1.303,0.699,1.132,2.253,1.507,1.454,-0.162,1.481,2.634,2.69,0.22,-1.478,-1.018,-2.554,-2.58,-0.929,-1.775,-1.293,-1.255,-1.652,-4.386,-2.707,-1.531,-2.132,-0.519,-1.085,-1.612,-1.207,1.078
WI019,Wine,-0.466,-0.331,-1.347,-0.923,-0.561,-0.09,0.357,0.584,0.339,0.907,0.716,1.13,1.874,-0.28,-0.235,-0.75,0.529,-0.394,-0.212,-0.539,1.192,-0.52,1.091,-0.289,1.879,-0.668,-0.522,-0.382,-0.341,0.191,-0.06,0.035,-1.061,-0.66,-2.156,0.055,1.032,0.029,-1.058,1.131,-1.042,-0.78,0.327,0.03,-0.443,0.306,-0.411,-0.451,0.207,-0.056,-0.579,-0.071,-0.853,-0.836,-0.278,0.011,-0.632,-0.841,-0.103,-0.819,-0.31,-0.717,-0.441,0.108,0.433,-0.135,3.071,-0.215,3.342,3.093,3.676,-1.255,2.935,0.353,1.107,-0.535,-0.199,-0.377,3.141,0.424,-0.584,-0.922
WL001,Wild,-0.466,0.888,0.542,1.528,0.614,-0.078,0.001,-0.151,0.197,0.983,-0.708,-0.62,-0.363,1.395,1.312,1.656,-1.068,1.498,0.429,3.059,-0.891,0.902,-1.203,0.944,-0.674,1.879,1.286,0.385,0.206,0.191,-0.953,-0.405,1.115,-0.97,0.954,0.819,0.255,0.973,-0.593,-0.154,0.494,1.253,-0.009,-0.418,-0.24,0.073,-0.558,-0.451,1.375,1.645,1.315,0.093,1.175,1.996,1.089,1.375,3.063,0.61,1.267,0.166,1.202,1.16,0.811,-3.688,-1.478,-0.417,-0.931,0.174,-0.929,-0.694,0.652,-0.321,-0.478,0.252,0.153,2.895,2.042,-0.519,-0.3,-0.881,-0.584,1.078
WL002,Wild,-0.466,0.499,0.24,1.528,-1.079,-0.772,-0.193,-0.299,0.047,0.021,-0.743,-0.62,-0.363,-0.376,-0.371,-0.051,-0.553,1.014,-0.001,-0.198,-1.469,0.902,-1.264,0.944,-0.795,0.474,0.507,-0.382,-0.341,0.191,0.441,-0.204,0.248,-0.72,-1.671,0.311,-0.042,0.134,0.174,0.77,2.128,3.165,0.662,0.861,0.98,0.616,0.911,0.511,1.33,1.444,0.06,1.21,2.119,2.883,1.049,1.375,1.436,0.255,1.485,1.807,0.847,0.803,-0.257,0.859,-0.119,-0.43,-0.508,1.176,-0.929,-0.492,1.305,-0.054,-0.346,0.288,-0.213,3.801,1.525,-0.519,-0.429,-1.139,-0.584,1.078
WL003,Wild,-0.466,1.543,1.714,1.528,0.127,-0.185,0.573,0.723,0.933,0.746,-0.708,-0.62,-0.363,1.827,1.566,1.514,-0.649,1.47,0.846,3.873,-1.051,0.902,-1.355,0.944,-0.317,1.879,0.951,0.125,0.009,0.191,-0.694,-0.542,0.583,-0.92,0.688,0.388,0.344,0.597,0.009,0.649,1.138,1.372,0.135,-0.354,-0.443,0.539,-0.117,0.03,-0.18,-0.081,0.15,-0.012,0.198,-0.512,0.615,1.111,1.564,0.766,1.236,0.494,0.924,0.83,0.212,0.835,-1.478,-0.471,-1.058,-0.539,-0.929,-1.014,-0.037,-0.47,-0.809,-1.015,-0.621,-0.169,-0.132,-0.519,-0.562,-0.555,-0.584,1.078
WL004,Wild,0.912,0.11,2.427,1.528,0.277,0.401,0.14,-0.676,-0.668,-0.624,-0.836,-0.62,-0.363,1.554,0.844,1.398,-0.391,0.264,1.29,1.183,-0.311,0.241,-0.143,0.273,-0.446,1.879,0.64,0.02,0.023,0.191,-1.306,-1.36,0.11,-0.97,0.892,0.548,2.891,0.913,0.201,1.412,3.416,4.481,3.061,2.972,3.115,3.407,2.82,3.878,-0.201,0.547,0.265,-0.355,-1.156,-0.782,1.089,0.039,1.175,0.838,1.578,1.807,0.357,-0.665,-0.441,-3.688,-1.478,-0.356,-0.494,0.432,-0.929,-0.353,-1.293,0.092,-0.504,-0.213,-0.25,0.402,-0.098,-0.256,-0.458,-0.556,-0.584,1.078
WL005,Wild,0.512,-0.524,-0.693,0.044,-0.889,-0.787,-0.503,-0.251,0.005,0.353,-0.505,-0.62,-0.363,-0.206,-0.191,1.204,1.662,1.221,0.478,2.824,0.406,0.902,0.84,0.694,0.384,-0.032,0.494,-0.382,-0.341,0.191,-0.044,0.174,0.111,0.14,0.866,-0.409,0.135,-0.403,1.679,0.729,0.246,-0.003,0.854,-0.098,-0.443,-0.702,-0.558,-0.451,1.246,0.047,0.684,0.179,-0.022,0.393,0.742,0.873,0.739,0.779,0.613,0.494,0.235,-0.686,-0.441,0.187,0.934,-0.515,2.646,-0.26,1.713,2.02,1.76,-1.073,3.357,0.14,1.687,0.466,0.048,-0.251,1.95,0.661,-0.584,1.078
WL006,Wild,0.534,-0.435,-0.618,0.129,-0.851,-0.766,-0.427,-0.141,0.123,0.321,-0.349,-0.62,-0.363,-0.204,-0.217,1.23,1.28,1.199,0.509,2.885,0.582,0.902,0.64,0.808,0.511,-0.06,0.588,-0.382,-0.341,0.191,-0.265,-0.068,0.174,0.02,0.834,-0.501,0.074,-0.324,1.679,0.77,0.097,-0.541,1.094,0.606,-0.138,-0.702,-0.558,-0.451,0.714,0.866,0.761,0.061,0.086,0.41,0.23,1.162,-0.632,0.533,0.644,0.494,0.021,-0.717,-0.441,0.585,1.017,-0.448,3.441,-0.044,2.037,2.596,2.098,-1.074,3.964,0.198,1.853,0.776,0.214,-0.084,1.732,0.01,-0.584,1.078
WL007,Wild,0.748,-0.689,-0.751,0.345,-0.898,-0.756,-0.314,-0.226,0.518,0.467,-0.281,-0.62,-0.363,-0.33,-0.354,1.291,1.165,0.735,0.797,2.593,0.678,0.624,0.609,0.549,0.28,-0.189,0.805,-0.382,-0.341,0.191,-0.259,-0.312,0.021,0.09,0.842,-0.62,-0.076,-0.082,1.679,0.649,-0.002,-0.66,0.375,0.606,-0.138,-0.779,-0.558,-0.451,0.522,0.48,-0.467,-0.038,-0.579,0.117,0.306,0.325,-0.632,0.31,0.302,1.15,-0.048,-0.717,-0.441,0.376,1.017,-0.304,1.319,-0.507,1.067,1.3,1.356,-1.255,2.538,0.17,1.555,0.489,0.003,-0.257,1.537,-0.225,-0.584,1.078
